Day,Time,Food_Item,Food_Category,Food_SubType,Food_Type,Weather,Price,Previous_Sales,Is_Friday,Is_Weekend,Is_Special_Day,Demand
Saturday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,18,0,1,1,18
Saturday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,9,0,1,0,8
Thursday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,26,0,0,0,27
Thursday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,26,0,0,0,26
Friday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,11,1,0,0,10
Friday,Evening,SoftDrink,Packed,Drink,Veg,Sunny,180,29,1,0,1,27
Thursday,Morning,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,30,0,0,0,28
Wednesday,Morning,Samosa,Fresh,Snack,Veg,Cloudy,280,28,0,0,0,27
Wednesday,Morning,Idly,Fresh,Meal,Veg,Cloudy,310,7,0,0,0,8
Friday,Evening,SoftDrink,Packed,Drink,Veg,Rainy,180,12,1,0,1,14
Friday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,5,1,0,0,5
Saturday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,25,0,1,0,25
Saturday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,10,0,1,0,9
Monday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,16,0,0,1,16
Tuesday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,10,0,0,0,10
Wednesday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,30,0,0,0,30
Saturday,Lunch,SoftDrink,Packed,Drink,Veg,Cloudy,180,21,0,1,0,21
Tuesday,Evening,Chips,Packed,Snack,Veg,Rainy,150,22,0,0,0,22
Friday,Morning,Chips,Packed,Snack,Veg,Sunny,150,22,1,0,1,26
Saturday,Evening,Chocolate,Packed,Dessert,Veg,Cloudy,200,14,0,1,1,14
Saturday,Lunch,Parotta,Fresh,Meal,NonVeg,Cloudy,400,19,0,1,0,22
Friday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,5,1,0,0,5
Saturday,Morning,Veg_Rice,Fresh,Meal,Veg,Rainy,420,8,0,1,0,7
Monday,Morning,Tea,Fresh,Drink,Veg,Sunny,50,30,0,0,0,29
Tuesday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,17,0,0,0,16
Friday,Morning,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,5,1,0,0,5
Monday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,16,0,0,0,16
Wednesday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,19,0,0,1,21
Monday,Evening,Cake_Piece,Packed,Dessert,Veg,Rainy,220,27,0,0,1,29
Sunday,Evening,Biscuits,Packed,Snack,Veg,Sunny,100,14,0,1,1,15
Tuesday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,28,0,0,1,25
Friday,Evening,Juice,Fresh,Drink,Veg,Rainy,120,19,1,0,0,21
Monday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,11,0,0,0,11
Sunday,Evening,Chips,Packed,Snack,Veg,Sunny,150,22,0,1,0,26
Sunday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,24,0,1,0,25
Sunday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,6,0,1,0,6
Monday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,23,0,0,1,26
Saturday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,11,0,1,0,12
Tuesday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,14,0,0,0,16
Thursday,Morning,Veg_Rice,Fresh,Meal,Veg,Sunny,420,15,0,0,1,16
Tuesday,Lunch,Tea,Fresh,Drink,Veg,Rainy,50,13,0,0,0,14
Monday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,17,0,0,1,19
Sunday,Lunch,Idly,Fresh,Meal,Veg,Sunny,310,14,0,1,0,14
Sunday,Lunch,Juice,Fresh,Drink,Veg,Sunny,120,20,0,1,0,19
Monday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,14,0,0,1,12
Tuesday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,25,0,0,0,25
Sunday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,24,0,1,0,25
Saturday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,8,0,1,0,7
Saturday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,10,0,1,0,11
Monday,Morning,Tea,Fresh,Drink,Veg,Rainy,50,30,0,0,0,35
Saturday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,10,0,1,0,10
Sunday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,12,0,1,1,12
Tuesday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,29,0,0,1,27
Sunday,Morning,Juice,Fresh,Drink,Veg,Cloudy,120,30,0,1,0,27
Thursday,Lunch,SoftDrink,Packed,Drink,Veg,Sunny,180,28,0,0,1,31
Thursday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,8,0,0,0,8
Friday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,26,1,0,0,27
Tuesday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,18,0,0,1,16
Thursday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,26,0,0,0,24
Friday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,28,1,0,0,28
Wednesday,Evening,SoftDrink,Packed,Drink,Veg,Rainy,180,16,0,0,0,14
Monday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,24,0,0,0,27
Tuesday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,17,0,0,1,18
Monday,Evening,Chocolate,Packed,Dessert,Veg,Rainy,200,6,0,0,1,6
Friday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,18,1,0,1,20
Monday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,26,0,0,1,25
Saturday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,29,0,1,0,32
Saturday,Morning,Juice,Fresh,Drink,Veg,Cloudy,120,20,0,1,1,20
Saturday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,26,0,1,0,28
Wednesday,Lunch,Tea,Fresh,Drink,Veg,Cloudy,50,9,0,0,0,10
Saturday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,25,0,1,0,29
Friday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,14,1,0,0,16
Sunday,Lunch,Parotta,Fresh,Meal,NonVeg,Cloudy,400,20,0,1,0,22
Tuesday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,10,0,0,0,11
Sunday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,19,0,1,1,17
Saturday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,16,0,1,0,17
Monday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,23,0,0,1,21
Monday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,18,0,0,1,17
Wednesday,Evening,Chocolate,Packed,Dessert,Veg,Cloudy,200,8,0,0,0,9
Wednesday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,14,0,0,0,14
Thursday,Evening,Chocolate,Packed,Dessert,Veg,Rainy,200,16,0,0,1,14
Saturday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,18,0,1,1,18
Thursday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,24,0,0,1,26
Sunday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,22,0,1,0,25
Friday,Evening,Biscuits,Packed,Snack,Veg,Sunny,100,16,1,0,0,17
Sunday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,7,0,1,0,7
Thursday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,10,0,0,1,11
Tuesday,Evening,Cake_Piece,Packed,Dessert,Veg,Rainy,220,30,0,0,1,35
Wednesday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,7,0,0,0,8
Saturday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,23,0,1,0,26
Saturday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,21,0,1,0,24
Tuesday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,20,0,0,0,18
Thursday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,19,0,0,0,18
Saturday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,5,0,1,0,4
Sunday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,18,0,1,0,20
Thursday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,22,0,0,0,24
Wednesday,Morning,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,18,0,0,0,21
Tuesday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,26,0,0,1,26
Saturday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,29,0,1,0,33
Wednesday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,14,0,0,0,13
Monday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,11,0,0,1,13
Sunday,Morning,Chips,Packed,Snack,Veg,Sunny,150,17,0,1,1,15
Saturday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,30,0,1,0,29
Sunday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,29,0,1,0,30
Sunday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,25,0,1,0,22
Thursday,Evening,Idly,Fresh,Meal,Veg,Sunny,310,26,0,0,1,23
Monday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,5,0,0,0,5
Monday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,17,0,0,0,18
Saturday,Morning,Chips,Packed,Snack,Veg,Rainy,150,13,0,1,0,12
Sunday,Evening,Rice,Fresh,Meal,Veg,Cloudy,300,22,0,1,0,20
Monday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,23,0,0,0,22
Saturday,Evening,Chocolate,Packed,Dessert,Veg,Cloudy,200,29,0,1,0,33
Friday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,20,1,0,0,20
Thursday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,26,0,0,1,27
Tuesday,Evening,Tea,Fresh,Drink,Veg,Sunny,50,17,0,0,0,17
Thursday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,23,0,0,1,27
Monday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,26,0,0,1,26
Tuesday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,18,0,0,0,19
Saturday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,19,0,1,0,21
Tuesday,Evening,Chips,Packed,Snack,Veg,Rainy,150,21,0,0,0,23
Wednesday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,17,0,0,0,15
Saturday,Lunch,Juice,Fresh,Drink,Veg,Sunny,120,10,0,1,0,10
Sunday,Evening,Juice,Fresh,Drink,Veg,Rainy,120,22,0,1,0,21
Friday,Evening,Cake_Piece,Packed,Dessert,Veg,Sunny,220,28,1,0,0,25
Sunday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,12,0,1,0,11
Friday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,29,1,0,0,33
Saturday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,24,0,1,0,23
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Sunny,100,29,0,1,0,27
Tuesday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,7,0,0,0,8
Monday,Morning,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,29,0,0,0,28
Friday,Lunch,Chips,Packed,Snack,Veg,Sunny,150,14,1,0,0,12
Sunday,Lunch,SoftDrink,Packed,Drink,Veg,Rainy,180,16,0,1,0,17
Friday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,16,1,0,1,15
Thursday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,20,0,0,0,23
Tuesday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,20,0,0,1,22
Friday,Evening,SoftDrink,Packed,Drink,Veg,Cloudy,180,29,1,0,1,29
Monday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,9,0,0,0,9
Sunday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,27,0,1,0,31
Friday,Lunch,Parotta,Fresh,Meal,NonVeg,Sunny,400,28,1,0,0,26
Monday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,12,0,0,1,13
Tuesday,Morning,Cake_Piece,Packed,Dessert,Veg,Sunny,220,18,0,0,0,19
Saturday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,25,0,1,0,24
Sunday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,22,0,1,0,23
Monday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,13,0,0,0,12
Wednesday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,27,0,0,0,24
Sunday,Morning,Parotta,Fresh,Meal,NonVeg,Sunny,400,27,0,1,0,30
Thursday,Evening,Idly,Fresh,Meal,Veg,Sunny,310,16,0,0,0,15
Monday,Evening,Rice,Fresh,Meal,Veg,Cloudy,300,25,0,0,0,28
Friday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,25,1,0,0,24
Wednesday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,29,0,0,1,28
Sunday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,7,0,1,0,6
Tuesday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,20,0,0,1,22
Wednesday,Lunch,SoftDrink,Packed,Drink,Veg,Rainy,180,19,0,0,0,21
Saturday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,22,0,1,1,22
Saturday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,16,0,1,0,17
Monday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,29,0,0,0,26
Tuesday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,12,0,0,0,13
Tuesday,Morning,SoftDrink,Packed,Drink,Veg,Sunny,180,8,0,0,0,9
Tuesday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,24,0,0,1,25
Sunday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,24,0,1,1,24
Saturday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,5,0,1,0,5
Saturday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,7,0,1,1,7
Thursday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,26,0,0,0,24
Sunday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,14,0,1,0,14
Tuesday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,25,0,0,0,28
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,11,0,1,0,10
Friday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,19,1,0,0,18
Tuesday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,13,0,0,0,14
Wednesday,Lunch,Samosa,Fresh,Snack,Veg,Cloudy,280,14,0,0,0,16
Sunday,Morning,Chips,Packed,Snack,Veg,Rainy,150,12,0,1,0,11
Monday,Lunch,SoftDrink,Packed,Drink,Veg,Sunny,180,22,0,0,0,21
Monday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,13,0,0,0,13
Friday,Lunch,SoftDrink,Packed,Drink,Veg,Rainy,180,8,1,0,0,8
Thursday,Lunch,Juice,Fresh,Drink,Veg,Cloudy,120,20,0,0,0,19
Friday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,25,1,0,0,22
Wednesday,Morning,Veg_Rice,Fresh,Meal,Veg,Rainy,420,24,0,0,1,28
Saturday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,24,0,1,0,27
Tuesday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,18,0,0,0,16
Wednesday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,17,0,0,0,17
Friday,Morning,Tea,Fresh,Drink,Veg,Sunny,50,22,1,0,0,22
Thursday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,29,0,0,0,27
Saturday,Morning,SoftDrink,Packed,Drink,Veg,Sunny,180,5,0,1,0,4
Wednesday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,24,0,0,0,22
Tuesday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,8,0,0,0,7
Wednesday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,10,0,0,0,9
Sunday,Evening,Biscuits,Packed,Snack,Veg,Sunny,100,10,0,1,0,9
Tuesday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,10,0,0,0,10
Monday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,18,0,0,1,16
Monday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,13,0,0,0,14
Tuesday,Lunch,Biscuits,Packed,Snack,Veg,Cloudy,100,30,0,0,0,33
Sunday,Morning,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,16,0,1,1,14
Wednesday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,24,0,0,0,25
Monday,Evening,SoftDrink,Packed,Drink,Veg,Sunny,180,9,0,0,0,10
Friday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,23,1,0,0,23
Tuesday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,7,0,0,0,8
Saturday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,13,0,1,0,14
Monday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,28,0,0,0,30
Wednesday,Lunch,Juice,Fresh,Drink,Veg,Rainy,120,29,0,0,0,34
Friday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,18,1,0,0,20
Tuesday,Evening,Tea,Fresh,Drink,Veg,Sunny,50,15,0,0,0,14
Monday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,22,0,0,0,23
Sunday,Lunch,Idly,Fresh,Meal,Veg,Rainy,310,13,0,1,0,13
Tuesday,Morning,Parotta,Fresh,Meal,NonVeg,Cloudy,400,30,0,0,0,35
Monday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,6,0,0,1,6
Tuesday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,17,0,0,0,19
Friday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,13,1,0,0,15
Saturday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,7,0,1,0,7
Friday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,7,1,0,0,7
Thursday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,6,0,0,0,5
Tuesday,Morning,SoftDrink,Packed,Drink,Veg,Sunny,180,29,0,0,0,34
Wednesday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,9,0,0,0,9
Sunday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,25,0,1,0,27
Wednesday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,23,0,0,0,23
Saturday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,26,0,1,1,29
Monday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,5,0,0,0,5
Monday,Lunch,Tea,Fresh,Drink,Veg,Rainy,50,22,0,0,1,24
Friday,Morning,Samosa,Fresh,Snack,Veg,Cloudy,280,21,1,0,1,24
Thursday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,25,0,0,0,24
Sunday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,23,0,1,1,23
Tuesday,Lunch,Tea,Fresh,Drink,Veg,Cloudy,50,30,0,0,1,31
Thursday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,28,0,0,1,27
Wednesday,Lunch,Parotta,Fresh,Meal,NonVeg,Cloudy,400,13,0,0,0,13
Tuesday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,5,0,0,0,5
Wednesday,Morning,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,17,0,0,0,18
Saturday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,18,0,1,0,19
Tuesday,Morning,Parotta,Fresh,Meal,NonVeg,Cloudy,400,28,0,0,0,29
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,6,0,0,0,5
Sunday,Morning,Parotta,Fresh,Meal,NonVeg,Cloudy,400,13,0,1,1,11
Tuesday,Morning,Veg_Rice,Fresh,Meal,Veg,Sunny,420,28,0,0,0,29
Tuesday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,9,0,0,0,8
Sunday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,25,0,1,0,26
Thursday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,8,0,0,0,7
Saturday,Lunch,Chocolate,Packed,Dessert,Veg,Rainy,200,27,0,1,1,31
Friday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,14,1,0,1,12
Saturday,Morning,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,15,0,1,0,14
Friday,Lunch,SoftDrink,Packed,Drink,Veg,Cloudy,180,12,1,0,1,13
Friday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,17,1,0,0,16
Monday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,28,0,0,0,28
Monday,Evening,SoftDrink,Packed,Drink,Veg,Sunny,180,18,0,0,0,17
Sunday,Evening,Chocolate,Packed,Dessert,Veg,Cloudy,200,5,0,1,0,4
Wednesday,Morning,Samosa,Fresh,Snack,Veg,Sunny,280,6,0,0,0,6
Monday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,12,0,0,0,12
Saturday,Lunch,Parotta,Fresh,Meal,NonVeg,Sunny,400,17,0,1,0,17
Tuesday,Morning,Juice,Fresh,Drink,Veg,Cloudy,120,23,0,0,0,23
Saturday,Evening,Chocolate,Packed,Dessert,Veg,Cloudy,200,14,0,1,0,13
Wednesday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,20,0,0,0,20
Monday,Evening,Cake_Piece,Packed,Dessert,Veg,Rainy,220,14,0,0,0,13
Friday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,12,1,0,1,11
Monday,Lunch,Chips,Packed,Snack,Veg,Cloudy,150,14,0,0,0,14
Friday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,13,1,0,0,14
Sunday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,10,0,1,0,10
Friday,Evening,Cake_Piece,Packed,Dessert,Veg,Rainy,220,13,1,0,0,13
Tuesday,Lunch,Parotta,Fresh,Meal,NonVeg,Sunny,400,8,0,0,0,7
Saturday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,18,0,1,0,18
Tuesday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,20,0,0,0,21
Saturday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,25,0,1,0,29
Thursday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,12,0,0,0,14
Wednesday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,8,0,0,0,7
Sunday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,26,0,1,0,23
Tuesday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,23,0,0,0,25
Wednesday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,8,0,0,1,7
Tuesday,Evening,Tea,Fresh,Drink,Veg,Cloudy,50,9,0,0,0,8
Friday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,26,1,0,0,28
Monday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,13,0,0,1,13
Wednesday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,29,0,0,0,26
Monday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,5,0,0,0,5
Thursday,Lunch,Juice,Fresh,Drink,Veg,Rainy,120,6,0,0,0,5
Friday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,11,1,0,0,12
Sunday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,18,0,1,0,20
Friday,Evening,Chips,Packed,Snack,Veg,Rainy,150,22,1,0,0,21
Monday,Morning,Tea,Fresh,Drink,Veg,Sunny,50,11,0,0,0,11
Tuesday,Lunch,Veg_Rice,Fresh,Meal,Veg,Rainy,420,23,0,0,0,21
Friday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,11,1,0,1,10
Monday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,11,0,0,0,12
Sunday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,5,0,1,0,5
Tuesday,Morning,Cake_Piece,Packed,Dessert,Veg,Sunny,220,9,0,0,0,8
Sunday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,13,0,1,0,13
Friday,Morning,Juice,Fresh,Drink,Veg,Cloudy,120,7,1,0,0,8
Monday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,11,0,0,0,12
Tuesday,Evening,Idly,Fresh,Meal,Veg,Cloudy,310,12,0,0,0,14
Saturday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,30,0,1,0,31
Monday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,11,0,0,1,12
Friday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,30,1,0,0,35
Saturday,Evening,Samosa,Fresh,Snack,Veg,Cloudy,280,22,0,1,0,20
Sunday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,26,0,1,0,26
Friday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,21,1,0,0,19
Tuesday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,23,0,0,0,23
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Cloudy,100,20,0,1,0,23
Thursday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,7,0,0,1,6
Friday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,18,1,0,0,16
Sunday,Morning,Idly,Fresh,Meal,Veg,Cloudy,310,9,0,1,0,9
Sunday,Evening,Rice,Fresh,Meal,Veg,Cloudy,300,22,0,1,1,22
Tuesday,Morning,Cake_Piece,Packed,Dessert,Veg,Sunny,220,14,0,0,0,13
Sunday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,30,0,1,0,29
Saturday,Evening,Tea,Fresh,Drink,Veg,Sunny,50,22,0,1,0,23
Thursday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,6,0,0,1,6
Tuesday,Morning,Parotta,Fresh,Meal,NonVeg,Cloudy,400,14,0,0,0,16
Saturday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,6,0,1,0,5
Thursday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,21,0,0,1,24
Wednesday,Evening,SoftDrink,Packed,Drink,Veg,Rainy,180,30,0,0,0,30
Monday,Lunch,Idly,Fresh,Meal,Veg,Rainy,310,16,0,0,0,16
Saturday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,16,0,1,0,16
Sunday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,8,0,1,0,8
Monday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,12,0,0,1,11
Tuesday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,23,0,0,1,24
